PetID,Description,AdoptionSpeed
1d4574c90,"A very cute mix British Shorthair kitten looking for new home. He is Cool Boy, about 2 months old now. He has a cute, round face. He has very thick and short hair that less than 1 cm. When you touch his hair, you will feel like touching a soft carpet. He is in white and golden-orange colour. He has a straight tail. He has beautiful ocean blue eyes too. He has de-flea and was de-wormed on 19th November . He is feeding on kibbles now. He is healthy, very active and playful. He is toilet (potty) trained & could be let go at anytime. *RM adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",1
29edf6e20,8 newly borned puppies awaiting for new owner to rescue.,2
c9928594c,"Molly was rescued together with her sister, Daisy, when they were found frantically running in the middle of the night inside a housing area in USJ, Subang. Due to their friendly nature, I suspect they have been abandoned or lost. My vet and I assume they are siblings because they were running in a pack of 2 looking for her earlier rescued sister. I'm not sure what is her breed mix but she an adorable pup. Beside the looks, Molly is a lovely puppy. She is friendly, loves cuddles, gets along with other dogs and very obedient. She has been vaccinated, dewormed, deflead and yet to be spay as she is approximately 3months old according to our Vet. She would make a fun loving addition to your home!! Give Molly a second chance and she will show you how much she can love you. Serious adopters only. Kindly contact the number in this profile. Thank you and god bless. Adopt, don't shop. You never get the dog you want, You always get a dog you need. - Cesar Milan",4
ab2e61df2,Please give me a home,2
7dfa1e78c,small adorable kitten.,2
6dcff2b5b,The most famous rat in is back...as a cat!,2
2d8b42d21,"Very active and friendly towards humans and other animals. Preferably to be kept indoors with free running space (only landed property). Small sized, short legged breed, weighing 6.2kg, measuring 10inch at height.",3
427343625,For Adoption,3
f849d1829,"Ruby is a 3 month old puppy lives in our neighbourhood. She's very friendly, adorable and gentle. Ruby is definitely a great addition to your family. She gets along well with other dogs and not yappy. No tying up or caging unless necessary for short periods. Please call Wen Jing on if you can give Ruby a forever home, thanks!",3
ab4ab38d7,"PLS HELP!! She is a playful, brave and adorable dog who found in an abandon house with 9 puppies. Now, her babies are adopted and she is neutered and dewormed. All the medical check is done. She is waiting for someone who can take her home. She is a good guard dog too. Pls help her. Any details, pls call Wendy, Thanks",4
b7e7c5c9b,Very playful Adopting both would be better for more info please email me.,2
ea055de86,For adoption to safe and loving homes. INDOOR only. Vaccinations and Spaying/Neutering are COMPULSORY. NO CAGE CONFINEMENT. Dewormed: /08 Toilet trained: Yes Diet: Royal Canin Babycat Kibble soaked in warm water and Science Diet Canned Kitten Food. Adoption procedure: - Set up a meeting with me and the kittens. - See if potential adopter and kitten are suitable for each other. - Succesful adopter will then have to meet us at my vet in order to get the kitten vaccinated before being able to take the kitten home. Cost of vaccination and neutering/spaying to be borne by adopter. Interested parties can call or email me. Serious enquiries only please. A brief introduction of yourself and your experience with cats is appreciated.,3
800a7c025,"Sunshine is a cutie who was abandoned near a river. Her siblings were rescued with but one of them was washed away in the river. Sunshine is very calm and has a pleasant face. Please open your heart and home to her. If you wish to adopt, call us at.",2
fc7706b56,"she has been adopted by a loving family already, thanks to petfinder.",2
faf6a8cd0,"she is very good dog for security and understand mandarin , English and Persian . all kind of food eat mostly wet food and human food. chicken, rice,bread , ...",4
8c7dbce06,"Highly affectionate is an understatement with this sweet boy. He loves cuddling with his people, and getting pets. Brandy is very sweet-natured, and enjoys his canine play groups, and also likes kids. Brandy enjoys learning new things and still in house-training. He's under home cooked meal diet, morning milk and blackwood kibbles. If you would like to play and cuddle to your heart's content with an appreciative, happy, goofy, adorable wonderful puppy who would like nothing more than to be yours forever, please come meet chubby Brandy real soon! A home visit will be conducted before he is released to his new family, and a follow up visit a month after adoption and yearly. Terms & Conditions for Adoption 1. Kept indoors 2. Must not be kenned or chained 3. Must be given good food and access to clean water 4. Must be given medical care, castrate + followup vaccinations 5. Must be given lots of love and attention 6. Home visits will be conducted after adoption by appointment. Kindly Whats-app or message me for a home visit. Thank you.",4
38f6f3011,"Wafer was a very active dog, he's very mischevious and playful, he too rescue from BDKL. He would be a great out door companion.",3
6afe7ee11,Likes: -Sleeping -Playing -Eating -Sit on Tummy -Sit between things Dislikes -Rice -Small spaces,2
bf87b176d,"Abby is a very friendly and adorable dog. She loves human attention too. Future adopter must spay her once she is adopted(we will come and check). No caging or chaining is allowed, Abby must be allowed to run freely in the house compound. Only serious adopters will be entertained. *Abby is currently resided at LASS Shelter in Bestari Jaya.*",4
918ae2c95,"I adopt them (a male n female) puppies from a rescuer, about 1 month ago, they born on 29.8.13, they are injected on 1st vaccine on .13, I love them so much more like my baby, but due to shifting oversea I has to let them go.... With sad... I can't leave them just like that so looking for a family whom ca take of them... They are c/w all the accessory like their toy, towel food as well .tq",4
a578345c4,Adoption fee is the fund for their mum' neutered bill. Thanks,2
c565589a8,For Adoption,2
bbab88df0,Rescued from a flat. Well fed and care from her mommy but the mommy wasn't there anymore. Playful and lively! Surely carve a smile on anyone's face... Please give her a good home... a 2nd life... with endless love and care...,2
cf162bb42,She was given birth by her mother who is a pet of an irresponsible owner who didn't spay their pet. She was put in a box which was tied and leave only a tiny hole together with 6 other sibling and dump in a market in the middle of the night. Very beautiful puppies. No caging or tying for long hours except for precaution purposes. Commitment to spay her is compulsory Serious adopter pls call me.,1
e257f17da,"3 kitten mix gender in a litter for adoption. Little bit skinny but boosting up. Pls call for more information, Office hour Tue-Fri 9am-6.30pm, Sat-Sun 10am-4.30pm. Contact thru phone only. For sincere adopter only. Adopt is free but to take care of a life it cost. Pls think twice for the kitten's benefits. Thx. They will stay for another week or so, if no takers by then, they will have to go back to the street.. pls share it around if u cnt adopt them..thx",3
dce7af31c,"Shorty as we fondly call him, is the little doggy camping out at our place. The owner abandoned him when they vacated their house, leaving him in the house compound. I am currently taking care of it. Due to time constraint and limited space we are looking to give him to someone who can take good care of him. Very playful fellow and needs lots of attention, He must be only 2 years old or so. Perfectly healthy, no ticks, skin problem or any disabilities. Let me know if you know anybody suitable that would wish to adopt him.",4
d8c6c546e,"His name is Saffron and he is one of 5 kittens born at my place. It would be preferable if he is adopted with at least one of his brothers/sister as below: Sugar or Sago: Sesame: Sundae: Like all happy healthy kittens, he is active, playful and curious. Basic facts: * born on 2 Oct * checked by vet on 3 Nov . Weighs g on that date. * de-wormed and de-flea treatment on 3 Nov. * eats kitten kibbles, canned food and fresh chicken * litter-box trained Please email or sms and state your name and which kittens you like. Thanks!",2
048519a46,"There were 3 stray kittens are about 2 months old. Only 1 ginger coloured kitten left, most probably male. Healthy and active :-D It would be great if the kitten is given a forever home. It'll definitely be someone's sweetheart :-D",1
51020fbd4,"Polly was found wandering on the streets. She is a little timid and tends to be shy until she gets to know you but is well behaved. Unfortunately I am unable to keep her (parents moving to an apartment) :( She was dewormed, spayed and vaccinated last year. Would do well with a family or single owner who has time and patience and lots of love for her. Feeding on dry kibble and raw mix. Not a picky eater. Short haired and very clean. No issues living with other dogs or cats. Please contact me if you can give her a home. I'd be willing to sponsor some food for her till she's settled in. Doggies location is in Penang. Willing to bring her down to KL if necessary.",4
98b1b003d,"It is a beautiful, cute and playful kitten. Easy to pick up and cuddle. Is healthy, eats and drinks well.",2
3c6329c92,"Hi everyone. One of my rescued puppy who was rehome about 8 months ago is now looking for another home.The current adopter is not able to take care of her as she now has small children to look after. Her name is Ana and she is 11 months old.She is fully vaccinated, dewormed and spayed.I am urgently looking for another serious adopter.All her things, i.e. cage, bowls, toys and food will be given. Please call if interested.Strictly looking for a good home with visitation rights.Thanks",4
7a860f4b4,Kindly whatsap or,4
c5db00aa6,Cute and intelligent puppies looking for a good home. No tying or caging for long hours except for precautionary purposes commitment to neuter him is compulsory Serious adopter pls call me.,2
0d551fb5b,The dog is fun and playful. Unable to adopt it anymore as i'm migrating overseas. Please sms or Whatsapp me (Christine) at if interested. Thanks.,4
ae4ab31ec,"Has large paws and big bone but i cannot guarantee he will be large size or purebred. Puppy is a mixed breed. He was found with a long slash wound on his head but has since recovered after getting treatment form the vet. He is now certified healthy. brave, adventurous, curious and active little fellow-ton",1
8d6b89eff,3 Rottweiler mix2 months old female pup need good homes. If you can give 10+ years of love and care to any of them please call Jocelyn at to adopt. Only condition for adoption is adopter is required to commit to neutering pup by paying a neutering fee of rm to my regular vet st Mayo Animal Clinic upon adoption of pup. Receipt will be issued for reference when pup is ready for neutering.,3
8facdc86a,"Adorable one month-old rescued pups looking for good homes! Ruby, Jade and Cole were found as newborns underneath a car parked outside our house, have grown under the care of kind fosterers (angels!!) and are ready for adoption. They’re strong, playful, and all show signs of an even temperament. For the past month, the puppies were raised by caring humans in a home with disciplined dogs, so they’re well socialised. Their mum is a medium-sized stray with brindle markings. Let me know if you'd like to see them.",2
0e783a2e1,kitten need new home,1
f0f9efd52,"Hi guys! Once again, my friend Sam has rescued more adorable puppies that need a home. He has about adult dogs at home and cannot keep these puppies. These 4 puppies are all female and are 2 months old. They have also received their first vaccination. They are extremely playful, loving and a little shy. They need a real home that will shower them with love and kindness. If you think you can provide one (or more) of these puppies a forever loving family, please contact me or Sam! Here is his number: + Note that Sam needs help with covering vaccination costs (they're not much, don't worry), so bear that in mind (he will give you more details when you call him). Please spread the word! Thanks so much!",3
33f056cc7,I found a puppy trying to run across the NPE highway and was almost hit by a car. She has the most cutest puppy eyes. Her skin is less than fabulous . She's loving and mild mannered and loves anything you feed her. -rescuer message- Also I plan to vaccinate her so if you adopt her I'll vaccinate her for free. I can't keep her because I already have two very territorial dogs so please help me mend my broken heart at having to give her up by adopting her :),4
1f25222ce,"LuLu was rescued from Bandar Sunway as a ~6 months old puppy. She was mal-nutrition and under weight. She is now a healthy 1 year plus , spayed and healthy dog. We would like to give her to responsible dog owners as we have other dogs and are facing problems with the authorities. LuLu has a very beautiful reddish brown fur and slightly to medium size dog. She has good temperament, fast and alert. She will be suitable for dog owner who is active and likes to take dogs for walk or even run. Do call me, Grace if you are a responsible dog owners. LuLu is an active dog, so expectation is no leasing for long hours, no caging and regular daily walks for her.",4
9e557af46,She is a playful and active kitten. She loves to be with people.,3
301e16ab9,Healthy playful young kitten,4
6d5fc90f3,"Two domestic cats for adoption, preferably for someone who is able to take a really good care of them. I already have 6 other cats at home and willing to put these two on adoption, will monitor them fr time to time until I am satisfied that u are really able to take care of them. Both are male, age 4 months old. Will give you a free cage, litterbox and their food and water tray. The RM is for commitment fees and will not be returned if you can not take care of them any longer.",4
7d1ff4264,"5 adorable lovely newborn kittens are up for adoption. For those whose interested to adopt all of them, I'll provide cage, litter box, scoop, food tray, food and litter for a month supply. The cat mommy is not yet spayed however I'm willing to cover the cost of the spaying.",4
9c3f9ca37,"Pretty Lady was an abandoned puppy, and has turned out to be a sweet dog who looks like an Australian Shepherd mix. She has a best friend (black mixed breed dog, female, spayed). Preferably, the two dogs should be adopted together as they love each other.",4
9951dff79,Mazda was rescued from a car accident. She survived but suffered 3 broken legs. She has been with the vet for 3 weeks now and we are looking for kind souls who are willing to give her a lovely home. Please note that she may require extra attention as she is considered as a disabled dog because of her 3 broken legs. Her health and energy are in tip-top condition.,4
0806f9e3f,Vero is friendly with human but not with other dogs. She has a very unique character. However we believe she will easily be trained if the owner have enough time for her. Priority will be given to owner with no dog. Please call if you are interested to give Vero a home.,3
ae1db9841,"Tweety baru sahaja saya rescue semalam di kedai makan. Keadaan sihat tetapi kurus sikit. Mungkin disebabkan tiada kedai makan yg buka dan ibu tidak dapat cukup makanan untuknya. Tweety sangat playful, ramah, independent dan active. Saya harap ada yg sudi ambil untuk menjaga tweety dengan baik.",1
dfb8034b5,"Charcoal and Racket was rescued as they were trying to cross a highway in Bangsar. They are active and very comfortable with humans. Although very young, they eat well, drink well, pee & poop well and seem to be toilet train (so far so good). I am searching for a home for them. Hopefully they get to stay together, as they are siblings. My dog is jealous of them and I'm afraid the kittens will attack my tortoise.",2
d9dcad5b4,"Salam.. I have 4 kitten to addopt Mixbreed, mother is domestic long hair and father is domestic short hair Please contact Nadhirah",2
a9f395ba8,Lovely Kitten to Be Adopt. Looking for serious adopter who has an experience handling a cat. She is litter train. Appetite RC BabyCat 34 cat food. Playful and healthy. Kindly sms me or leave your number to contact.,1
53561f52b,"Keon is a lively adorable cat. A friend found him injured in an elevator and took him to the vet. He had an injury to his foot and was given medicine and was taken are for. Currently his foot has healed and is drying out. He has already started to put weight on it. (So no more treatment required.) Nonetheless, Keon is super active and charming and is good with people. He is extremely tame and loves being around humans. Looking for a good home for him.",4
76d3ef2a4,"Ellie, Female, 5-6 months old, Done with 2 vaccinations Rescue by my colleague, Connie Foong. We hv found fosterer and currently hope tht she can found her new home soon!",4
2e1de0bba,A real chubby and cute boy up for adoption. He was rescued in front of ISKL. He was playing with his brothers and sisters. Please open your hearts out to him. Please call immediately. A must view .,2
67b1168ba,"Hi, My name is Sena. I have been fostered and I am a loving, affectionate cat. But unfortunately, I do not like other cats. I need to be rehomed as my foster has two cats already. Ideally, I need to be by myself. Have you got a loving home for me with plenty of care and attention? Please email my foster, Louise for more details- I look forward to meeting you :0) Batu Ferringi area.",4
3bb86aa8f,"She is found under a car in a raining night. She was alone. No mother cat and sibling was found. Physical characteristic: Long and complete tail, white patch of triangular shaped fur at her chest. Rm of spaying deposit is needed. Will be refunded % after official receipt being showed. Thank you.",2
f662bdf71,"Adorable, photogenic, good natured girl, smart, makes a lovely companion. Ms Ellen is homeless unfortunately, she is longing to have a loving family & a forever Home.",4
23adab0a9,I found them at my condominium area while they were still kittens. They are friendly and obedient cats. I'm looking for a new owner who loves animal dearly.,2
bf9ce53b3,"Hi everyone, My name is Bubu, and we're a family of eight adorable cats. We're looking for a new home since our human mummy told us that she need to pursue her study abroad for three years. No one will take care of us. There is no doubt that our mummy love us so much, but looking for a new family for us is the best option she had. We tried to convince her that relocating a domestic cat like us is not easy, but my mummy believed there will be a kind hearted people out there who are willing to give us a place to call home again. This is by far the most difficult decision she's ever made because she love us very much. I hope, you will give us chance to be part of your family, and we promise to become a good companion and we'll love you with all of our heart. Kind regards, Bubu and the family",4
9a4bbdd8d,"He is beautiful male cat. He like follow together with owner. He is lovely cat. Please contact Liz or whatsapp, wechat, line",4
7930e4752,Hi everyone.... Anyone can afford a home or permanent shelters for some health and happy cross breed puppies? A stray dog gave birth outside my house and I have been nursing the puppies for the passed 2 months pending adoption Today the local council has issued a demand that I have them rehomed within 3 days.,4
c36860383,"Hi hello! i have 5 kittens up for adoption. will be considered to serious adopters only which, who adopt this kittens will have to vaccinate/deworm and neuter or spay once it reached the age that is suitable to spay or neuter. RM50 for adoption fee as they will be appreciated since its not free. i will keep in touch with the future adopters. if you happen to be the right adopter, then you can contact me.",2
6178884d1,V cute puppy with beautiful eyes looking for a home sweet home. If u are interested to adopt pls contact ,3
005afe792,"I picked up OSKie a.k.a Buncit while on the way to work. I saw her was alone near the carpark exit. Was worried bout her and I didn't see any mama cat around, so I decided to keep her in my car for few hours (windows were wind down for air ventilation!!) till lunch hour. I skipped lunch & sent her off to the vet. She is currently fostered by auntie Kiew. Buncit is a female kitten slightly less than 2 months old. She has big bright eyes and respond to her name 'Buncit"" & 'Come"". I just sent her for her vaccination a week ago. She is now healthy & up for adoption! She is a playful kitten who gets along with cats n dogs n even rats! **Spaying & vaccination is a must... *not negotiable***",2
8a4e70a21,"Mylo is among three siblings found by a friend in Kajang. Milky has been adopted to Malacca by Karen, renamed Kaylee. Coffee, black and tan, adopted in KL, renamed Abby. Mylo is the last one left, golden color with a prominent black muzzle. She is smart and active. Knows how to pee and poo on newspapers, sit and paw. Adopter must vaccinate and spay her. Please call if interested. Oct 3:",2
23bcfa015,"All those cat are belong to me, given birth by same female cat. I need to find new adopters because there are 15 cats in my mother small flat house. We cannot afford to take care all of them because of the cost and space. Their mother are also pregnant again now for 3 times in a year. All of them are trained litter-box and can feed kibbles. They are playful and healthy, and need love and home.. ## Im not sure what is their breed, since their past great grandmother is a persian, but their mother and grandmother seems like domestic cat. ## So far as I noticed, they are all grown fast.",4
af843bbce,"Zara is a beautiful young doggie with nice black fur and brown legs. Steady, smart and gets along with most dogs. Very alert, both a good companion and watchdog. Walks well on leash and can get along with most dogs. She was adopted but adopter has domestic issues and we need to rehome her now. Please call if you can give her a good home.",4
0f0f81a37,Mok is very active and like to play. I hope can find loving and caring owner to take care of Mok. The adoption fee will be used to buy food for other cat in my home,1
5dff45cff,There are a batch of cute Kittens abandoned near empire Damansara here. Please open your heart to adopt and love them.,4
7aa682539,Ares is male puppy of Rambo. Adoption status: Ares found his loving new home on 8 September .,2
52c15bfee,"miu miu was found in a park when i was jogging, so i had adopted her for awhile now she is grow up now i couldnt look after because i stay in apartment that cannot keep pet.",4
f8d98877d,"I lived every where under a tree, car, empty buildings. I have no where to go and hide when rains. I can hungry many days as i can't find foid to eat. I am fearful of humans as my front paw toes was chopped by a humans. I was finally rescued and i wish to find a home to serve my new master",4
3947180ba,"Punch can be macho but has his soft side. He looks a little quiet but do not be fooled. He can be very alert around strangers. Sounds like the perfect guard dog to me. Do not hesitate to give him a home because like all dogs, they can be very loving and maybe this handsome dude can fill up a lil hole in your heart. Who knows? only one way to find out !",4
8e6223402,Toilet trained....Playfull.You have to adopt both of them.interested kindly call/sms (shida) Location puchong.Self pickup,1
bd6a6d0dd,"Tiger Lily is absolutely adorable. She is the sweetest natured cat we have ever had. She is very playful but is also the perfect lap-cat as she loves to sit on your knee and be stroked. She is very healthy and very clean. She has been vaccinated. She is litter trained and is used to other cats and dogs. We are looking for a quiet home for Tiger Lily with one other young cat as she loves to play. Tiger Lily must be spayed. Please get in touch if you can offer Tiger Lily a loving, caring, 'forever' home.",2
b6f77d754,These puppies are all up for adoption. 3 females. They are all very nice and loving puppies with good temperament. Lester Jenny Will you adopt them? ================================================== Adopters are required to vaccinate and neuter them. ==================================================,3
516646a4f,We found Purrdy a new owner last night and I'm sure she will be very happy and well looked after. Thanks Petfinder for this great service - it makes the decision to foster an animal much easier knowing that our success rate in having them adopted has so far been % - 3 cats and 3 dogs all gone to loving homes :),1
5cabf5331,"Rescued at Taman Maluri, she was alone and scared. She is in good health, her stool is very fine too Not too liquid nor solid, they are just fine and healthy. Eyes are clean, no need to clean them (no eyes infection) and fur is creamy white and clean. Please give her a good home, I'm unable to keep her since I already have 16 cats at home. Please save a life...thank you :)",1
083687ba1,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 28/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them. Directions to Klang Dog Pound ================================ 1) Use Kesas Highway 2) Head for North Port till you see the signboard that writes ""Melbourne 14 Days"", then turn Right 3) Keep Left and turn Left at traffic light 4) Stay beside flyover and turn Right at immediate traffic light 5) Drive towards Sultan Sulaiman Industrial Estate 6) Go up first set of flyover 7) Keep Left till you see Pusat Kurungan Haiwan signboard 8) Turn Left 9) Drive on till you see gravel road work beside retention pond at the right 10) Turn in and turn Right till you reach a blue-roofed pound",4
44594e996,Siu Pak just give birth to 6 puppies on 13/6/10. 5female 1male.Interested pls call or sms me. Left 2 female puppies on 2/7/10,2
4fe4122ca,"This kitten is approximately 3 weeks old. I've found it in my street last week. It is completely black and in healthy condition. It eats and drinks well and uses the cat litter box. It is playful and affectionate. If I didn't have two cats already, I would keep it myself. It is such a adorable kitten.",2
ca967745b,"Mohon Perlindungan untuk Anak-anak Kucing & Ibu Kucing. Kemungkinan anak-anak kucing nie baru je lahir..pagi td otw nk g keje terdengar suara anak kucing,terus bergegas cari suara tu..anak-anak kucing & si ibu di letak di dalam sebuah kotak yg luas dgn kain perca di sekeliling kotak mungkin kucing2 nie orang buang atau ade yg perihatin yg letak kan mereka di dalam kotak tu. Sy x sampai hati biarkan mereka mcm tu,bkn sy xnk amek bela, dekat rumah sy dh bnyk kucing & sy pernah ada problem dgn DBKL sbb bela bnyk kucing (duduk flat DBKL). Kadang2 DBKL beroperasi di kawasan flat sy tu utk kutip haiwan2 jalanan, jd mungkin keselamatan mereka terancam. Saya mohon agar ada pihak yg sudi adopt anak2 kucing & Si Ibu. Jika kawasan tuan/puan berdekatan dgn rumah sy, sy akan hantar kucing2 nie..sy akan bersihkan mereka. Please Details : Ibu Kucing 3  4 orang anak2 kucing (Putih / Belang)",4
f095385ff,"This puppy was found in my office compount together with Jackson. She is obedient and will not kacau kacau and bising bising when you are not free to entertain her. But, she is very enjoy when you touch her (sayang her), she will never move when you sayang her. She is also homeless right now and waiting for adoption!!",2
ad5118660,Eats IAMS chicken and likes shashimi treats. A bit unsecure cat but if it recognize it would be the most pampered cat.,1
bb2e480f4,"I found this baby in front of my house in jalan Rasah seremban.She is about 3 to 4 months of age ,healthy, cheerful and so playful. Pls respond as it is very urgent .the faster she gets a home the better it is for her .pls pm me if u are interested .tqvm .",4
72482852e,suka main and naughty,4
469aab50e,"These two adorable kittens are siblings, white is male with blue eyes and the golden one is male too. Both are active and healthy, chasing & wrestling with each other:-)",2
ad937498b,"Cute and adorable puppy. Suitable for landed property with compound to move about. Too big to keep in condominium or apartment. NO tying or caging for long hours just as guard dog. However, tying or caging for precautionary purposes is allowable. Commitment to spay her is compulsory Interested to adopt pls call me.",2
eefb8d885,Long legs n gud hunter;-) Kuat mkn specially dpt Burp wet food n snack.,1
4d7573c5e,Very playful and intelligent. Easily trainable.,2
b497fb8eb,"He was abandon at our doorstep on CNY eve. Hence we name him God-of-Fortune (Choy Sun Yeh)! He is barely 2-mth old but he learn trick very fast. He know sit, come, no, stop, hand and I'm teaching him to fetch. Choy Sun Yeh is smart, playful and his fur is low maintenance. We had given him his 1st vacination and dewormed. He is recovering fr fungal infection and new owner must cont to apply anti-fungal cream for him. Only once a day and for next 2 weeks. PLEASE ADOPT GOD-OF-FORTUNE! He will give you and your family endless love and joy. I can be contacted . TQ",2
42d565331,"“Karma” was adopted from the SPCA in January and is a mixed breed. She is house trained, crate trained, spayed, has all immunizations, and has a microchip. She is smart, loyal, and exhibits a medium energy level. Perfect for a family with older or no children. Due to upcoming move (June ) we do not want to put her through the long flight (30 + hours of transit) to the USA. Comes with her own LLBean dog bed and full size metal crate. It is good karma to adopt an animal! Contact Greg Scovel via email: or via hand phone at .",3
5264d253b,"Ocha is a cheerful and active dog who loves to play.However, due to car accident, he has a minor limping on his left hind leg. I wished Ocha can find a good owner who don't mind his leg and loves him. Thank you.",3
72f891e55,Name : Lingga Age : 1 1/2 years Size : Medium Gender : Male,4
79d32926c,"This little kitten was found at the back lane of my house. She was in fear, hunger and eagerly looking for her mum. Unfortunately, she was alone. So, I brought it home and have been taking care of it. I have 4 other cats so I would like to give this kitten away asap. She is constantly seeking attention, very playful, active all the time. She is really cute. I really hope someone would be able to replace her mum.",1
ca92437c1,"Round, cute, playful and friendly. Come view Miff at our adoption booth at Hartamas Shopping  Plaza Damas every Saturday 1.30pm-6pm! 2nd Floor Outdoor opposite BT computers www.rescue2rehome.blogspot.com",2
fd3172797,"Nickki is mixed breed,female, one year plus, fast learner and food motivated dog. Not suitable for house with small dog and cat. She has finished her training and she know Hand Signal as well. She know Sit, Down, Hand, Stay, Come, No,Spin ,Sleep,Heel, Hold Object and Fetch. She is toilet train on grass and will not enter your house. Forgive me if you think i want to earn popularity. But my action are based on good intentions.I hope Nickki will inspire people about street dog. Street Dog aren't stupid. They simply experienced more life than other pure breed dogs.If they are human, i should call them wise man. If they are given the same opportunity to learn, Street dogs can be as smart as pure breed dogs. Please give a chance to street dog. If you have a chance to choose between a Pure breed dog and a Street dog, choose KINDNESS and COMPASSION over status symbol.Try to help the poorest among the poor.You will always be right. medical conditions: She has mild skin sensitive.No human over left food for her. Recommend Fish oil for her skin to look shine . She need a bath only once a week. Adoption conditions 1) Adopter must be a Malaysian. 2) Strictly NOT for farm use, factory use, office use, workshop use. 3) she needs a landed property with space to move about. 4) Give all the health & medical attention such as vaccination, deworming, tick, and fish oil. 5) During the initial stage of adoption, allow visitation or what app pictures so I can ensure she is adjustable well to her new environment. Pls call,what app,we chat,viber to or email to if you are interested",3
a07a65495,"Here are 4 beautiful puppies for adoption! They have been looked after well and are extremely healthy! They can be vaccinated before being adopted. My names for them: Top left - Perseus Top middle - Diana Top right - Sonya Bottom right - Conan Notes: 1. The dark brown, furry puppy in the bottom left image is not available. 2. The white-footed puppy in the bottom left picture (Conan) is the same one in the bottom right image. 3. The black and white-chested puppy (Diana) in the top middle picture is the same one in the bottom right picture. 4. The two black dogs are females.",4
63e388a8e,"An Adorable domestic short hair kitten looking for new home. He is Orange Boy 1 which rescued by Lisa from Rawang. He is a 1.5 months old male kitten. He has golden-orange short fur with beautiful blue eyes. He has a straight & fluffy tail too. He is feeding on wet food (canned fish). He is healthy, very active and playful. He is under toilet training now (potty) & ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",1
15e5b0e7d,She was found at Taman Molek on 30th April ard 2pm. She looks beautiful and clean. Doggy's owner kindly contact me as soon as possible if you saw my post.,1
a36e3c034,"Trixie needs a new home because sadly, her family is moving to a condo and cant take her with them. Despite her age, she is alert and still healthy. Very affectionate and lovable.Her good friend is Muffy and we hope they can be adopted together. Her family do not want her to be sent to a shelter and is willing to bear any medical cost in future. Please give her a home in her sunset years.",3
cb307f308,"Here's a story about Mickey, we pick him up after saw him wandering around looking for his mother and he was covered with oily dirt. After brought him home, we bathed him and feed him milk. And now he looks healthy, cute and full of curiosity. What interesting is Mickey does not look like any DSH kitten because he has a body of Persian and his fur is like silk plus with commercial face look. We require RM50 for adoption fee to cover what has been given to him and to help us rescue other kittens in the future.",1
f45176c4c,Domestic long hair feline Orange color in very good health,4
35fc0fd89,"Background: Unsure, as he was a rescued puppy. He was abandoned at MDDB's adoption drive. When found, he was malnourished and had skin problems. Now, he is a healthy puppy and just had his second vaccination. Although Wolfie is shy, he is a curious and playful pup. He needs lots of love. I'm hoping to find him a good and loving home.",1
21958b8f8,"Meet Filo, the cute and handsome 6 year old mixed breed boy. Filo is a lucky stray saved by a kind owner earlier this year. This kind owner brought Filo to the vet to treat some external wounds. However, the kind owner has 2 dogs and don't have room for Filo. Filo continues to stay in the cage with the vet from that day till now while his wounds are treated. When the vet is available, Filo gets to go out for a short walk. If the clinic is packed, Filo stays in the cage for the whole day. Its not anybody's fault. Filo is still grateful for this kind owner and the kind vet for their hospitality. But Filo's future is still very uncertain and he is hoping that he's lucky to be granted a permanent loving home. I met Filo when I brought my poodle to visit the clinic. I learn of Filo's story from this kind vet. If you can give Filo a loving home or if you need more information, please call me.",4
bc8bbffa4,"these two little kittens are for adoption, very playful and manja, must be kept cageless indoors or monitored outdoor. new owner must love cats, ablt to take good care or them and responsible.",4
0b3deeb66,Puppy for adoption,1
